,PCF,PS,lat,lon,PS_norm,PCF_norm
0,45.27305084180274,1.3633734584626502,44.27952579197429,-76.64923574989733,10.00,9.43
1,47.9929968919093,0.44426101419236774,44.238558169360466,-76.53219046729298,3.26,10.00
2,46.486328207444245,0.9303995932173676,44.277418840494015,-76.45687519564102,6.82,9.69
3,47.24702816400572,0.9016427318187965,44.25904088203441,-76.60995646701834,6.61,9.84
4,46.48632820743514,1.0044719741567527,44.279865339527234,-76.45012027598743,7.37,9.69
5,45.7139708170389,1.0059693648573034,44.24686975369681,-76.62137240916005,7.38,9.53
6,47.87030323519432,0.6048710005041539,44.22987265999526,-76.47997495645332,4.44,9.97
7,47.99299689190499,0.46600676952010095,44.23191532733236,-76.53219046729298,3.42,10.00
8,45.27305084186765,1.2461835454919155,44.276331074904235,-76.6389095995381,9.14,9.43
9,45.71397081694834,1.2244441080069306,44.249057309542934,-76.64146406960717,8.98,9.53
10,47.87030323519403,0.6253462251917938,44.23019995916905,-76.47777785640841,4.59,9.97
11,47.61313726200234,0.6405665796538322,44.24860506879362,-76.58154121063518,4.70,9.92
12,47.61313726199647,0.6656446928830785,44.2500636896787,-76.58492823818582,4.88,9.92
13,47.42254545714905,0.6800857379304397,44.23478009093193,-76.58276221476505,4.99,9.88
14,47.24702816402012,0.8058385665794439,44.25600744567824,-76.60058039009606,5.91,9.84
15,46.48632820744421,0.9962364559921935,44.27797223654844,-76.45002300156335,7.31,9.69
16,47.422545457135044,0.7988744049694096,44.23574099372681,-76.598401201726,5.86,9.88
17,45.71397081697537,1.202380317795523,44.24672528039032,-76.63945547194153,8.82,9.53
18,47.24702816401465,0.8599214612349055,44.25293677642765,-76.60677154609434,6.31,9.84
19,45.713970816981394,1.1614124214347137,44.24736493263954,-76.63569816580728,8.52,9.53
20,47.247028164016044,0.8196954770309224,44.25736324695229,-76.6018122058636,6.01,9.84
21,45.27305084183638,1.297215659421649,44.273757952178265,-76.64457979210086,9.51,9.43
22,45.71397081702176,1.0700927218941236,44.24783640467856,-76.62729464417079,7.85,9.53
23,47.42254545714643,0.7292908589962703,44.23682107899814,-76.59013275540549,5.35,9.88
24,45.273050841828564,1.3478326185757559,44.27566761269469,-76.64888548785994,9.89,9.43
